mean_speed_kmh,bus_type,level_of_loading,incline,t_amb,consumption_kwh_per_km,total_energy,heating_energy,heating_energy_el,ventilation_energy,other_energy,aux_energy,traction_power_fr_bat_wout_recup,traction_power_fr_bat_w_recup,recuperation_energy,traction_power_loss,energy_loss,distance
2.626,sprinter_6m,0,-0.04,-20,4.358,0.263,0.218,0.218,0.006,0.024,0.247,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,-15,3.853,0.232,0.189,0.189,0.006,0.024,0.218,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,-10,3.358,0.203,0.16,0.16,0.006,0.024,0.19,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,-5,2.871,0.173,0.133,0.133,0.006,0.024,0.162,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,0,2.394,0.144,0.105,0.105,0.006,0.024,0.134,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,5,1.924,0.116,0.078,0.078,0.006,0.024,0.108,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,10,1.461,0.088,0.052,0.052,0.006,0.024,0.081,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,15,1.006,0.061,0.026,0.026,0.006,0.024,0.055,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,20,0.558,0.034,0,0,0.006,0.024,0.029,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,25,0.579,0.035,-0.025,0.001,0.006,0.024,0.03,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.04,30,0.643,0.039,-0.05,0.005,0.006,0.024,0.034,0.003,0.003,0,0.016,0.016,59.699
2.626,sprinter_6m,0,-0.013333333,-20,4.392,0.265,0.218,0.218,0.006,0.024,0.247,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,-15,3.888,0.235,0.189,0.189,0.006,0.024,0.218,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,-10,3.392,0.205,0.16,0.16,0.006,0.024,0.19,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,-5,2.906,0.175,0.133,0.133,0.006,0.024,0.162,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,0,2.428,0.147,0.105,0.105,0.006,0.024,0.134,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,5,1.958,0.118,0.078,0.078,0.006,0.024,0.108,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,10,1.496,0.09,0.052,0.052,0.006,0.024,0.081,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,15,1.041,0.063,0.026,0.026,0.006,0.024,0.055,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,20,0.592,0.036,0,0,0.006,0.024,0.029,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,25,0.614,0.037,-0.025,0.001,0.006,0.024,0.03,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,-0.013333333,30,0.678,0.041,-0.05,0.005,0.006,0.024,0.034,0.005,0.005,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.013333333,-20,4.572,0.276,0.218,0.218,0.006,0.024,0.247,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,-15,4.067,0.245,0.189,0.189,0.006,0.024,0.218,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,-10,3.572,0.216,0.16,0.16,0.006,0.024,0.19,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,-5,3.085,0.186,0.133,0.133,0.006,0.024,0.162,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,0,2.607,0.157,0.105,0.105,0.006,0.024,0.134,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,5,2.137,0.129,0.078,0.078,0.006,0.024,0.108,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,10,1.675,0.101,0.052,0.052,0.006,0.024,0.081,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,15,1.22,0.074,0.026,0.026,0.006,0.024,0.055,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,20,0.771,0.047,0,0,0.006,0.024,0.029,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,25,0.793,0.048,-0.025,0.001,0.006,0.024,0.03,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.013333333,30,0.857,0.052,-0.05,0.005,0.006,0.024,0.034,0.016,0.016,0,0.005,0.005,59.699
2.626,sprinter_6m,0,0.04,-20,4.775,0.288,0.218,0.218,0.006,0.024,0.247,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,-15,4.27,0.258,0.189,0.189,0.006,0.024,0.218,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,-10,3.775,0.228,0.16,0.16,0.006,0.024,0.19,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,-5,3.289,0.198,0.133,0.133,0.006,0.024,0.162,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,0,2.811,0.17,0.105,0.105,0.006,0.024,0.134,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,5,2.341,0.141,0.078,0.078,0.006,0.024,0.108,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,10,1.879,0.113,0.052,0.052,0.006,0.024,0.081,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,15,1.423,0.086,0.026,0.026,0.006,0.024,0.055,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,20,0.975,0.059,0,0,0.006,0.024,0.029,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,25,0.996,0.06,-0.025,0.001,0.006,0.024,0.03,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0,0.04,30,1.06,0.064,-0.05,0.005,0.006,0.024,0.034,0.028,0.028,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,-0.04,-20,4.235,0.256,0.211,0.211,0.006,0.024,0.24,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,-15,3.73,0.225,0.182,0.182,0.006,0.024,0.211,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,-10,3.235,0.195,0.153,0.153,0.006,0.024,0.182,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,-5,2.749,0.166,0.125,0.125,0.006,0.024,0.155,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,0,2.271,0.137,0.098,0.098,0.006,0.024,0.127,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,5,1.801,0.109,0.071,0.071,0.006,0.024,0.1,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,10,1.339,0.081,0.045,0.045,0.006,0.024,0.074,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,15,0.883,0.053,0.018,0.018,0.006,0.024,0.048,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,20,0.563,0.034,-0.007,0,0.006,0.024,0.029,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,25,0.589,0.036,-0.033,0.002,0.006,0.024,0.031,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.04,30,0.659,0.04,-0.058,0.006,0.006,0.024,0.035,0.003,0.003,0,0.017,0.017,59.699
2.626,sprinter_6m,0.25,-0.013333333,-20,4.272,0.258,0.211,0.211,0.006,0.024,0.24,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,-15,3.767,0.227,0.182,0.182,0.006,0.024,0.211,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,-10,3.272,0.197,0.153,0.153,0.006,0.024,0.182,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,-5,2.786,0.168,0.125,0.125,0.006,0.024,0.155,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,0,2.308,0.139,0.098,0.098,0.006,0.024,0.127,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,5,1.838,0.111,0.071,0.071,0.006,0.024,0.1,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,10,1.376,0.083,0.045,0.045,0.006,0.024,0.074,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,15,0.921,0.056,0.018,0.018,0.006,0.024,0.048,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,20,0.6,0.036,-0.007,0,0.006,0.024,0.029,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,25,0.627,0.038,-0.033,0.002,0.006,0.024,0.031,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,-0.013333333,30,0.697,0.042,-0.058,0.006,0.006,0.024,0.035,0.005,0.005,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.013333333,-20,4.466,0.269,0.211,0.211,0.006,0.024,0.24,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,-15,3.961,0.239,0.182,0.182,0.006,0.024,0.211,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,-10,3.466,0.209,0.153,0.153,0.006,0.024,0.182,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,-5,2.979,0.18,0.125,0.125,0.006,0.024,0.155,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,0,2.501,0.151,0.098,0.098,0.006,0.024,0.127,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,5,2.032,0.123,0.071,0.071,0.006,0.024,0.1,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,10,1.569,0.095,0.045,0.045,0.006,0.024,0.074,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,15,1.114,0.067,0.018,0.018,0.006,0.024,0.048,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,20,0.793,0.048,-0.007,0,0.006,0.024,0.029,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,25,0.82,0.049,-0.033,0.002,0.006,0.024,0.031,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.013333333,30,0.89,0.054,-0.058,0.006,0.006,0.024,0.035,0.017,0.017,0,0.006,0.006,59.699
2.626,sprinter_6m,0.25,0.04,-20,4.685,0.283,0.211,0.211,0.006,0.024,0.24,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,-15,4.181,0.252,0.182,0.182,0.006,0.024,0.211,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,-10,3.685,0.222,0.153,0.153,0.006,0.024,0.182,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,-5,3.199,0.193,0.125,0.125,0.006,0.024,0.155,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,0,2.721,0.164,0.098,0.098,0.006,0.024,0.127,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,5,2.251,0.136,0.071,0.071,0.006,0.024,0.1,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,10,1.789,0.108,0.045,0.045,0.006,0.024,0.074,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,15,1.334,0.08,0.018,0.018,0.006,0.024,0.048,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,20,1.013,0.061,-0.007,0,0.006,0.024,0.029,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,25,1.039,0.063,-0.033,0.002,0.006,0.024,0.031,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.25,0.04,30,1.11,0.067,-0.058,0.006,0.006,0.024,0.035,0.03,0.03,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.04,-20,4.112,0.248,0.203,0.203,0.006,0.024,0.233,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,-15,3.607,0.218,0.174,0.174,0.006,0.024,0.204,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,-10,3.112,0.188,0.146,0.146,0.006,0.024,0.175,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,-5,2.626,0.158,0.118,0.118,0.006,0.024,0.147,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,0,2.148,0.13,0.091,0.091,0.006,0.024,0.12,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,5,1.678,0.101,0.064,0.064,0.006,0.024,0.093,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,10,1.216,0.073,0.037,0.037,0.006,0.024,0.067,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,15,0.761,0.046,0.011,0.011,0.006,0.024,0.04,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,20,0.568,0.034,-0.015,0,0.006,0.024,0.029,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,25,0.599,0.036,-0.04,0.002,0.006,0.024,0.031,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.04,30,0.676,0.041,-0.065,0.006,0.006,0.024,0.036,0.003,0.003,0,0.018,0.018,59.699
2.626,sprinter_6m,0.5,-0.013333333,-20,4.152,0.251,0.203,0.203,0.006,0.024,0.233,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,-15,3.647,0.22,0.174,0.174,0.006,0.024,0.204,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,-10,3.152,0.19,0.146,0.146,0.006,0.024,0.175,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,-5,2.666,0.161,0.118,0.118,0.006,0.024,0.147,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,0,2.188,0.132,0.091,0.091,0.006,0.024,0.12,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,5,1.718,0.104,0.064,0.064,0.006,0.024,0.093,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,10,1.256,0.076,0.037,0.037,0.006,0.024,0.067,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,15,0.801,0.048,0.011,0.011,0.006,0.024,0.04,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,20,0.608,0.037,-0.015,0,0.006,0.024,0.029,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,25,0.639,0.039,-0.04,0.002,0.006,0.024,0.031,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,-0.013333333,30,0.716,0.043,-0.065,0.006,0.006,0.024,0.036,0.006,0.006,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.013333333,-20,4.36,0.263,0.203,0.203,0.006,0.024,0.233,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,-15,3.855,0.233,0.174,0.174,0.006,0.024,0.204,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,-10,3.36,0.203,0.146,0.146,0.006,0.024,0.175,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,-5,2.873,0.173,0.118,0.118,0.006,0.024,0.147,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,0,2.395,0.145,0.091,0.091,0.006,0.024,0.12,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,5,1.926,0.116,0.064,0.064,0.006,0.024,0.093,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,10,1.463,0.088,0.037,0.037,0.006,0.024,0.067,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,15,1.008,0.061,0.011,0.011,0.006,0.024,0.04,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,20,0.815,0.049,-0.015,0,0.006,0.024,0.029,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,25,0.847,0.051,-0.04,0.002,0.006,0.024,0.031,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.013333333,30,0.923,0.056,-0.065,0.006,0.006,0.024,0.036,0.018,0.018,0,0.006,0.006,59.699
2.626,sprinter_6m,0.5,0.04,-20,4.596,0.277,0.203,0.203,0.006,0.024,0.233,0.033,0.033,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,-15,4.091,0.247,0.174,0.174,0.006,0.024,0.204,0.033,0.033,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,-10,3.596,0.217,0.146,0.146,0.006,0.024,0.175,0.033,0.033,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,-5,3.109,0.188,0.118,0.118,0.006,0.024,0.147,0.033,0.033,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,0,2.631,0.159,0.091,0.091,0.006,0.024,0.12,0.033,0.033,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,5,2.161,0.13,0.064,0.064,0.006,0.024,0.093,0.033,0.033,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,10,1.699,0.103,0.037,0.037,0.006,0.024,0.067,0.032,0.032,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,15,1.244,0.075,0.011,0.011,0.006,0.024,0.04,0.032,0.032,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,20,1.051,0.063,-0.015,0,0.006,0.024,0.029,0.032,0.032,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,25,1.082,0.065,-0.04,0.002,0.006,0.024,0.031,0.032,0.032,0,0.007,0.007,59.699
2.626,sprinter_6m,0.5,0.04,30,1.159,0.07,-0.065,0.006,0.006,0.024,0.036,0.032,0.032,0,0.007,0.007,59.699
2.626,sprinter_6m,0.75,-0.04,-20,3.989,0.241,0.196,0.196,0.006,0.024,0.225,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,-15,3.485,0.21,0.167,0.167,0.006,0.024,0.196,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,-10,2.989,0.18,0.139,0.139,0.006,0.024,0.168,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,-5,2.503,0.151,0.111,0.111,0.006,0.024,0.14,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,0,2.025,0.122,0.083,0.083,0.006,0.024,0.113,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,5,1.555,0.094,0.057,0.057,0.006,0.024,0.086,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,10,1.093,0.066,0.03,0.03,0.006,0.024,0.059,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,15,0.638,0.038,0.004,0.004,0.006,0.024,0.033,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,20,0.573,0.035,-0.022,0,0.006,0.024,0.029,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,25,0.609,0.037,-0.047,0.002,0.006,0.024,0.032,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.04,30,0.692,0.042,-0.072,0.007,0.006,0.024,0.036,0.004,0.004,0,0.019,0.019,59.699
2.626,sprinter_6m,0.75,-0.013333333,-20,4.032,0.243,0.196,0.196,0.006,0.024,0.225,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,-15,3.527,0.213,0.167,0.167,0.006,0.024,0.196,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,-10,3.032,0.183,0.139,0.139,0.006,0.024,0.168,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,-5,2.546,0.154,0.111,0.111,0.006,0.024,0.14,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,0,2.068,0.125,0.083,0.083,0.006,0.024,0.113,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,5,1.598,0.096,0.057,0.057,0.006,0.024,0.086,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,10,1.136,0.069,0.03,0.03,0.006,0.024,0.059,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,15,0.68,0.041,0.004,0.004,0.006,0.024,0.033,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,20,0.616,0.037,-0.022,0,0.006,0.024,0.029,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,25,0.652,0.039,-0.047,0.002,0.006,0.024,0.032,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,-0.013333333,30,0.734,0.044,-0.072,0.007,0.006,0.024,0.036,0.006,0.006,0,0.008,0.008,59.699
2.626,sprinter_6m,0.75,0.013333333,-20,4.254,0.257,0.196,0.196,0.006,0.024,0.225,0.02,0.02,0,0.007,0.007,59.699
2.626,sprinter_6m,0.75,0.013333333,-15,3.749,0.226,0.167,0.167,0.006,0.024,0.196,0.02,0.02,0,0.007,0.007,59.699
2.626,sprinter_6m,0.75,0.013333333,-10,3.254,0.196,0.139,0.139,0.006,0.024,0.168,0.02,0.02,0,0.007,0.007,59.699
