mean_speed_kmh,bus_type,level_of_loading,incline,t_amb,consumption_kwh_per_km,total_energy,heating_energy,heating_energy_el,ventilation_energy,other_energy,aux_energy,traction_power_fr_bat_wout_recup,traction_power_fr_bat_w_recup,recuperation_energy,traction_power_loss,energy_loss,distance
2.626,ebus2030_10m_w_diesel,0.0,-0.05,-20,10.495,0.633,0.758,0.528,0.01,0.058,0.595,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,-15,8.261,0.498,0.63,0.4,0.01,0.058,0.467,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,-10,6.094,0.368,0.506,0.275,0.01,0.058,0.342,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,-5,3.99,0.241,0.385,0.155,0.01,0.058,0.222,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,0,2.726,0.165,0.313,0.082,0.01,0.058,0.149,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,5,5.52,0.333,0.243,0.243,0.01,0.058,0.309,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,10,3.566,0.215,0.131,0.131,0.01,0.058,0.197,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,15,1.664,0.1,0.021,0.021,0.01,0.058,0.088,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,20,1.289,0.078,0.0,0.0,0.01,0.058,0.067,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,25,1.776,0.107,-0.042,0.028,0.01,0.058,0.095,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,-0.05,30,2.491,0.15,-0.103,0.069,0.01,0.058,0.136,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,-20,10.823,0.653,0.758,0.528,0.01,0.058,0.595,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,-15,8.589,0.518,0.63,0.4,0.01,0.058,0.467,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,-10,6.422,0.387,0.506,0.275,0.01,0.058,0.342,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,-5,4.318,0.261,0.385,0.155,0.01,0.058,0.222,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,0,3.054,0.184,0.313,0.082,0.01,0.058,0.149,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,5,5.848,0.353,0.243,0.243,0.01,0.058,0.309,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,10,3.894,0.235,0.131,0.131,0.01,0.058,0.197,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,15,1.992,0.12,0.021,0.021,0.01,0.058,0.088,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,20,1.617,0.098,0.0,0.0,0.01,0.058,0.067,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,25,2.104,0.127,-0.042,0.028,0.01,0.058,0.095,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.0,30,2.819,0.17,-0.103,0.069,0.01,0.058,0.136,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.05,-20,12.125,0.732,0.758,0.528,0.01,0.058,0.595,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.05,-15,9.891,0.597,0.63,0.4,0.01,0.058,0.467,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.05,-10,7.724,0.466,0.506,0.275,0.01,0.058,0.342,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_w_diesel,0.0,0.05,-5,5.62,0.339,0.385,0.155,0.01,0.058,0.222,0.106,0.106,0.0,0.014,0.014,59.699
