mean_speed_kmh,bus_type,level_of_loading,incline,t_amb,consumption_kwh_per_km,total_energy,heating_energy,heating_energy_el,ventilation_energy,other_energy,aux_energy,traction_power_fr_bat_wout_recup,traction_power_fr_bat_w_recup,recuperation_energy,traction_power_loss,energy_loss,distance
2.626,ebus2030_w_diesel_7m,0.0,-0.05,-20,11.248,0.679,0.755,0.593,0.007,0.041,0.64,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,-15,9.023,0.544,0.627,0.465,0.007,0.041,0.512,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,-10,6.864,0.414,0.504,0.341,0.007,0.041,0.389,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,-5,4.77,0.288,0.384,0.221,0.007,0.041,0.268,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,0,3.511,0.212,0.311,0.149,0.007,0.041,0.196,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,5,5.118,0.309,0.241,0.241,0.007,0.041,0.288,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,10,3.173,0.191,0.13,0.13,0.007,0.041,0.177,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,15,1.28,0.077,0.021,0.021,0.007,0.041,0.068,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,20,0.907,0.055,0.0,0.0,0.007,0.041,0.047,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,25,1.391,0.084,-0.042,0.028,0.007,0.041,0.075,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,-0.05,30,2.103,0.127,-0.103,0.069,0.007,0.041,0.116,0.005,0.005,0.0,0.055,0.055,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,-20,11.479,0.693,0.755,0.593,0.007,0.041,0.64,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,-15,9.254,0.558,0.627,0.465,0.007,0.041,0.512,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,-10,7.096,0.428,0.504,0.341,0.007,0.041,0.389,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,-5,5.001,0.302,0.384,0.221,0.007,0.041,0.268,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,0,3.743,0.226,0.311,0.149,0.007,0.041,0.196,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,5,5.349,0.323,0.241,0.241,0.007,0.041,0.288,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,10,3.404,0.205,0.13,0.13,0.007,0.041,0.177,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,15,1.511,0.091,0.021,0.021,0.007,0.041,0.068,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,20,1.138,0.069,0.0,0.0,0.007,0.041,0.047,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,25,1.623,0.098,-0.042,0.028,0.007,0.041,0.075,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.0,30,2.334,0.141,-0.103,0.069,0.007,0.041,0.116,0.019,0.019,0.0,0.012,0.012,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,-20,12.396,0.748,0.755,0.593,0.007,0.041,0.64,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,-15,10.17,0.614,0.627,0.465,0.007,0.041,0.512,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,-10,8.012,0.483,0.504,0.341,0.007,0.041,0.389,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,-5,5.917,0.357,0.384,0.221,0.007,0.041,0.268,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,0,4.659,0.281,0.311,0.149,0.007,0.041,0.196,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,5,6.266,0.378,0.241,0.241,0.007,0.041,0.288,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,10,4.321,0.261,0.13,0.13,0.007,0.041,0.177,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,15,2.427,0.146,0.021,0.021,0.007,0.041,0.068,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,20,2.054,0.124,0.0,0.0,0.007,0.041,0.047,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,25,2.539,0.153,-0.042,0.028,0.007,0.041,0.075,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.0,0.05,30,3.25,0.196,-0.103,0.069,0.007,0.041,0.116,0.074,0.074,0.0,0.01,0.01,59.699
2.626,ebus2030_w_diesel_7m,0.5,-0.05,-20,10.375,0.626,0.704,0.542,0.007,0.041,0.589,0.006,0.006,0.0,0.067,0.067,59.699
2.626,ebus2030_w_diesel_7m,0.5,-0.05,-15,8.15,0.492,0.576,0.414,0.007,0.041,0.461,0.006,0.006,0.0,0.067,0.067,59.699
2.626,ebus2030_w_diesel_7m,0.5,-0.05,-10,5.992,0.362,0.453,0.29,0.007,0.041,0.338,0.006,0.006,0.0,0.067,0.067,59.699
2.626,ebus2030_w_diesel_7m,0.5,-0.05,-5,3.897,0.235,0.333,0.17,0.007,0.041,0.217,0.006,0.006,0.0,0.067,0.067,59.699
2.626,ebus2030_w_diesel_7m,0.5,-0.05,0,2.639,0.159,0.26,0.098,0.007,0.041,0.145,0.006,0.006,0.0,0.067,0.067,59.699
2.626,ebus2030_w_diesel_7m,0.5,-0.05,5,4.245,0.256,0.19,0.19,0.007,0.041,0.237,0.006,0.006,0.0,0.067,0.067,59.699
