mean_speed_kmh,bus_type,level_of_loading,incline,t_amb,consumption_kwh_per_km,total_energy,heating_energy,heating_energy_el,ventilation_energy,other_energy,aux_energy,traction_power_fr_bat_wout_recup,traction_power_fr_bat_w_recup,recuperation_energy,traction_power_loss,energy_loss,distance
2.626,ebus2030_no_diesel_18m,0.0,-0.05,-20,15.717,0.948,0.767,0.767,0.018,0.105,0.888,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,-15,13.458,0.812,0.638,0.638,0.018,0.105,0.759,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,-10,11.266,0.68,0.512,0.512,0.018,0.105,0.633,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,-5,9.138,0.551,0.39,0.39,0.018,0.105,0.511,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,0,7.86,0.474,0.317,0.317,0.018,0.105,0.438,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,5,6.617,0.399,0.246,0.246,0.018,0.105,0.367,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,10,4.638,0.28,0.132,0.132,0.018,0.105,0.253,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,15,2.712,0.164,0.022,0.022,0.018,0.105,0.143,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,20,2.332,0.141,0.0,0.0,0.018,0.105,0.121,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,25,2.826,0.17,-0.042,0.028,0.018,0.105,0.149,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,-0.05,30,3.551,0.214,-0.105,0.07,0.018,0.105,0.191,0.013,0.013,0.0,0.142,0.142,59.699
2.626,ebus2030_no_diesel_18m,0.0,0.0,-20,16.308,0.984,0.767,0.767,0.018,0.105,0.888,0.049,0.049,0.0,0.03,0.03,59.699
2.626,ebus2030_no_diesel_18m,0.0,0.0,-15,14.05,0.848,0.638,0.638,0.018,0.105,0.759,0.049,0.049,0.0,0.03,0.03,59.699
