mean_speed_kmh,bus_type,level_of_loading,incline,t_amb,consumption_kwh_per_km,total_energy,heating_energy,heating_energy_el,ventilation_energy,other_energy,aux_energy,traction_power_fr_bat_wout_recup,traction_power_fr_bat_w_recup,recuperation_energy,traction_power_loss,energy_loss,distance
2.626,ebus2030_10m_no_diesel,0.0,-0.05,-20,14.517,0.876,0.758,0.758,0.01,0.058,0.825,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,-15,12.283,0.741,0.63,0.63,0.01,0.058,0.697,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,-10,10.116,0.61,0.506,0.506,0.01,0.058,0.573,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,-5,8.012,0.483,0.385,0.385,0.01,0.058,0.452,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,0,6.748,0.407,0.313,0.313,0.01,0.058,0.38,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,5,5.52,0.333,0.243,0.243,0.01,0.058,0.309,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,10,3.566,0.215,0.131,0.131,0.01,0.058,0.197,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,15,1.664,0.1,0.021,0.021,0.01,0.058,0.088,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,20,1.289,0.078,0.0,0.0,0.01,0.058,0.067,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,25,1.776,0.107,-0.042,0.028,0.01,0.058,0.095,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,-0.05,30,2.491,0.15,-0.103,0.069,0.01,0.058,0.136,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,-20,14.845,0.896,0.758,0.758,0.01,0.058,0.825,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,-15,12.611,0.761,0.63,0.63,0.01,0.058,0.697,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,-10,10.444,0.63,0.506,0.506,0.01,0.058,0.573,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,-5,8.34,0.503,0.385,0.385,0.01,0.058,0.452,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,0,7.076,0.427,0.313,0.313,0.01,0.058,0.38,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,5,5.848,0.353,0.243,0.243,0.01,0.058,0.309,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,10,3.894,0.235,0.131,0.131,0.01,0.058,0.197,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,15,1.992,0.12,0.021,0.021,0.01,0.058,0.088,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,20,1.617,0.098,0.0,0.0,0.01,0.058,0.067,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,25,2.104,0.127,-0.042,0.028,0.01,0.058,0.095,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.0,30,2.819,0.17,-0.103,0.069,0.01,0.058,0.136,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.05,-20,16.147,0.974,0.758,0.758,0.01,0.058,0.825,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.05,-15,13.913,0.84,0.63,0.63,0.01,0.058,0.697,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.05,-10,11.746,0.709,0.506,0.506,0.01,0.058,0.573,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.05,-5,9.642,0.582,0.385,0.385,0.01,0.058,0.452,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.05,0,8.378,0.506,0.313,0.313,0.01,0.058,0.38,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.05,5,7.15,0.431,0.243,0.243,0.01,0.058,0.309,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.05,10,5.196,0.314,0.131,0.131,0.01,0.058,0.197,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.05,15,3.294,0.199,0.021,0.021,0.01,0.058,0.088,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_10m_no_diesel,0.0,0.05,20,2.919,0.176,0.0,0.0,0.01,0.058,0.067,0.106,0.106,0.0,0.014,0.014,59.699
