mean_speed_kmh,bus_type,level_of_loading,incline,t_amb,consumption_kwh_per_km,total_energy,heating_energy,heating_energy_el,ventilation_energy,other_energy,aux_energy,traction_power_fr_bat_wout_recup,traction_power_fr_bat_w_recup,recuperation_energy,traction_power_loss,energy_loss,distance
2.626,ebus2030_w_diesel_10m,0.0,-0.05,-20,10.482,0.632,0.758,0.527,0.01,0.058,0.594,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,-15,8.248,0.498,0.63,0.399,0.01,0.058,0.466,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,-10,6.081,0.367,0.506,0.274,0.01,0.058,0.342,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,-5,3.977,0.24,0.385,0.154,0.01,0.058,0.221,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,0,2.713,0.164,0.313,0.081,0.01,0.058,0.148,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,5,5.527,0.333,0.243,0.243,0.01,0.058,0.31,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,10,3.573,0.216,0.131,0.131,0.01,0.058,0.198,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,15,1.67,0.101,0.021,0.021,0.01,0.058,0.089,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,20,1.296,0.078,0.0,0.0,0.01,0.058,0.067,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,25,1.783,0.108,-0.042,0.028,0.01,0.058,0.095,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,-0.05,30,2.498,0.151,-0.103,0.069,0.01,0.058,0.136,0.007,0.007,0.0,0.079,0.079,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,-20,10.812,0.652,0.758,0.527,0.01,0.058,0.594,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,-15,8.578,0.518,0.63,0.399,0.01,0.058,0.466,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,-10,6.41,0.387,0.506,0.274,0.01,0.058,0.342,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,-5,4.307,0.26,0.385,0.154,0.01,0.058,0.221,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,0,3.043,0.184,0.313,0.081,0.01,0.058,0.148,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,5,5.856,0.353,0.243,0.243,0.01,0.058,0.31,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,10,3.902,0.235,0.131,0.131,0.01,0.058,0.198,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,15,2.0,0.121,0.021,0.021,0.01,0.058,0.089,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,20,1.625,0.098,0.0,0.0,0.01,0.058,0.067,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,25,2.112,0.127,-0.042,0.028,0.01,0.058,0.095,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.0,30,2.827,0.171,-0.103,0.069,0.01,0.058,0.136,0.027,0.027,0.0,0.017,0.017,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,-20,12.121,0.731,0.758,0.527,0.01,0.058,0.594,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,-15,9.886,0.597,0.63,0.399,0.01,0.058,0.466,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,-10,7.719,0.466,0.506,0.274,0.01,0.058,0.342,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,-5,5.615,0.339,0.385,0.154,0.01,0.058,0.221,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,0,4.351,0.263,0.313,0.081,0.01,0.058,0.148,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,5,7.165,0.432,0.243,0.243,0.01,0.058,0.31,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,10,5.211,0.314,0.131,0.131,0.01,0.058,0.198,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,15,3.308,0.2,0.021,0.021,0.01,0.058,0.089,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,20,2.934,0.177,0.0,0.0,0.01,0.058,0.067,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,25,3.421,0.206,-0.042,0.028,0.01,0.058,0.095,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.0,0.05,30,4.136,0.25,-0.103,0.069,0.01,0.058,0.136,0.106,0.106,0.0,0.014,0.014,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,-20,9.236,0.557,0.685,0.454,0.01,0.058,0.521,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,-15,7.001,0.422,0.557,0.326,0.01,0.058,0.393,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,-10,4.834,0.292,0.433,0.201,0.01,0.058,0.269,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,-5,2.73,0.165,0.312,0.081,0.01,0.058,0.148,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,0,1.467,0.088,0.24,0.008,0.01,0.058,0.076,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,5,4.28,0.258,0.17,0.17,0.01,0.058,0.237,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,10,2.326,0.14,0.058,0.058,0.01,0.058,0.125,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,15,1.92,0.116,-0.051,0.034,0.01,0.058,0.102,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,20,2.17,0.131,-0.073,0.049,0.01,0.058,0.116,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,25,2.657,0.16,-0.115,0.077,0.01,0.058,0.144,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,-0.05,30,3.372,0.203,-0.176,0.118,0.01,0.058,0.185,0.009,0.009,0.0,0.096,0.096,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,-20,9.635,0.581,0.685,0.454,0.01,0.058,0.521,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,-15,7.4,0.447,0.557,0.326,0.01,0.058,0.393,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,-10,5.233,0.316,0.433,0.201,0.01,0.058,0.269,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,-5,3.129,0.189,0.312,0.081,0.01,0.058,0.148,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,0,1.865,0.113,0.24,0.008,0.01,0.058,0.076,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,5,4.679,0.282,0.17,0.17,0.01,0.058,0.237,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,10,2.725,0.164,0.058,0.058,0.01,0.058,0.125,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,15,2.319,0.14,-0.051,0.034,0.01,0.058,0.102,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,20,2.569,0.155,-0.073,0.049,0.01,0.058,0.116,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,25,3.055,0.184,-0.115,0.077,0.01,0.058,0.144,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.0,30,3.771,0.228,-0.176,0.118,0.01,0.058,0.185,0.033,0.033,0.0,0.02,0.02,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,-20,11.22,0.677,0.685,0.454,0.01,0.058,0.521,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,-15,8.986,0.542,0.557,0.326,0.01,0.058,0.393,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,-10,6.818,0.411,0.433,0.201,0.01,0.058,0.269,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,-5,4.715,0.284,0.312,0.081,0.01,0.058,0.148,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,0,3.451,0.208,0.24,0.008,0.01,0.058,0.076,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,5,6.264,0.378,0.17,0.17,0.01,0.058,0.237,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,10,4.31,0.26,0.058,0.058,0.01,0.058,0.125,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,15,3.904,0.236,-0.051,0.034,0.01,0.058,0.102,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,20,4.154,0.251,-0.073,0.049,0.01,0.058,0.116,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,25,4.641,0.28,-0.115,0.077,0.01,0.058,0.144,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,0.5,0.05,30,5.356,0.323,-0.176,0.118,0.01,0.058,0.185,0.129,0.129,0.0,0.016,0.016,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,-20,7.989,0.482,0.612,0.381,0.01,0.058,0.448,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,-15,5.755,0.347,0.484,0.253,0.01,0.058,0.32,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,-10,3.588,0.216,0.36,0.128,0.01,0.058,0.196,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,-5,1.484,0.09,0.24,0.008,0.01,0.058,0.075,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,0,1.348,0.081,0.167,0.0,0.01,0.058,0.067,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,5,3.034,0.183,0.097,0.097,0.01,0.058,0.164,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,10,1.526,0.092,-0.015,0.01,0.01,0.058,0.077,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,15,2.794,0.169,-0.124,0.083,0.01,0.058,0.15,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,20,3.044,0.184,-0.146,0.097,0.01,0.058,0.164,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,25,3.531,0.213,-0.188,0.125,0.01,0.058,0.192,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,-0.05,30,4.246,0.256,-0.249,0.166,0.01,0.058,0.233,0.011,0.011,0.0,0.112,0.112,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,-20,8.457,0.51,0.612,0.381,0.01,0.058,0.448,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,-15,6.223,0.375,0.484,0.253,0.01,0.058,0.32,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,-10,4.056,0.245,0.36,0.128,0.01,0.058,0.196,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,-5,1.952,0.118,0.24,0.008,0.01,0.058,0.075,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,0,1.816,0.11,0.167,0.0,0.01,0.058,0.067,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,5,3.502,0.211,0.097,0.097,0.01,0.058,0.164,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,10,1.994,0.12,-0.015,0.01,0.01,0.058,0.077,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,15,3.262,0.197,-0.124,0.083,0.01,0.058,0.15,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,20,3.512,0.212,-0.146,0.097,0.01,0.058,0.164,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,25,3.999,0.241,-0.188,0.125,0.01,0.058,0.192,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.0,30,4.714,0.284,-0.249,0.166,0.01,0.058,0.233,0.039,0.039,0.0,0.024,0.024,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,-20,10.319,0.623,0.612,0.381,0.01,0.058,0.448,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,-15,8.085,0.488,0.484,0.253,0.01,0.058,0.32,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,-10,5.918,0.357,0.36,0.128,0.01,0.058,0.196,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,-5,3.814,0.23,0.24,0.008,0.01,0.058,0.075,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,0,3.678,0.222,0.167,0.0,0.01,0.058,0.067,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,5,5.364,0.324,0.097,0.097,0.01,0.058,0.164,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,10,3.856,0.233,-0.015,0.01,0.01,0.058,0.077,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,15,5.124,0.309,-0.124,0.083,0.01,0.058,0.15,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,20,5.374,0.324,-0.146,0.097,0.01,0.058,0.164,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,25,5.861,0.354,-0.188,0.125,0.01,0.058,0.192,0.151,0.151,0.0,0.019,0.019,59.699
2.626,ebus2030_w_diesel_10m,1.0,0.05,30,6.576,0.397,-0.249,0.166,0.01,0.058,0.233,0.151,0.151,0.0,0.019,0.019,59.699
12.115,ebus2030_w_diesel_10m,0.0,-0.05,-20,6.606,3.445,3.99,3.557,0.018,0.108,3.683,0.132,-0.432,0.564,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,-15,4.86,2.534,3.126,2.693,0.018,0.108,2.819,0.132,-0.432,0.565,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,-10,3.29,1.716,2.348,1.916,0.018,0.108,2.041,0.132,-0.433,0.565,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,-5,1.893,0.987,1.656,1.224,0.018,0.108,1.349,0.132,-0.433,0.565,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,0,1.115,0.581,1.272,0.839,0.018,0.108,0.965,0.132,-0.434,0.566,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,5,1.287,0.671,0.925,0.925,0.018,0.108,1.05,0.132,-0.434,0.566,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,10,0.299,0.156,0.436,0.436,0.018,0.108,0.561,0.132,-0.435,0.566,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,15,-0.469,-0.245,0.055,0.055,0.018,0.108,0.181,0.132,-0.435,0.567,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,20,-0.582,-0.303,0.0,0.0,0.018,0.108,0.126,0.132,-0.435,0.567,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,25,-0.426,-0.222,-0.116,0.077,0.018,0.108,0.203,0.131,-0.436,0.567,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,-0.05,30,-0.142,-0.074,-0.327,0.218,0.018,0.108,0.344,0.131,-0.436,0.567,0.169,0.169,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,-20,7.885,4.112,3.99,3.557,0.018,0.108,3.683,0.438,0.235,0.203,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,-15,6.139,3.201,3.126,2.693,0.018,0.108,2.819,0.437,0.234,0.203,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,-10,4.569,2.382,2.348,1.916,0.018,0.108,2.041,0.437,0.234,0.203,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,-5,3.171,1.653,1.656,1.224,0.018,0.108,1.349,0.436,0.233,0.203,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,0,2.393,1.248,1.272,0.839,0.018,0.108,0.965,0.436,0.233,0.203,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,5,2.565,1.338,0.925,0.925,0.018,0.108,1.05,0.436,0.232,0.204,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,10,1.577,0.822,0.436,0.436,0.018,0.108,0.561,0.435,0.232,0.204,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,15,0.809,0.422,0.055,0.055,0.018,0.108,0.181,0.435,0.231,0.204,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,20,0.696,0.363,0.0,0.0,0.018,0.108,0.126,0.435,0.231,0.204,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,25,0.851,0.444,-0.116,0.077,0.018,0.108,0.203,0.434,0.23,0.204,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.0,30,1.135,0.592,-0.327,0.218,0.018,0.108,0.344,0.434,0.23,0.204,0.122,0.122,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,-20,9.261,4.829,3.99,3.557,0.018,0.108,3.683,1.014,0.953,0.061,0.127,0.127,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,-15,7.516,3.919,3.126,2.693,0.018,0.108,2.819,1.013,0.952,0.061,0.127,0.127,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,-10,5.946,3.1,2.348,1.916,0.018,0.108,2.041,1.013,0.952,0.061,0.127,0.127,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,-5,4.548,2.371,1.656,1.224,0.018,0.108,1.349,1.012,0.951,0.061,0.127,0.127,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,0,3.77,1.966,1.272,0.839,0.018,0.108,0.965,1.012,0.951,0.061,0.126,0.126,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,5,3.942,2.056,0.925,0.925,0.018,0.108,1.05,1.012,0.95,0.061,0.126,0.126,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,10,2.954,1.54,0.436,0.436,0.018,0.108,0.561,1.011,0.95,0.061,0.126,0.126,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,15,2.186,1.14,0.055,0.055,0.018,0.108,0.181,1.011,0.949,0.062,0.126,0.126,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,20,2.073,1.081,0.0,0.0,0.018,0.108,0.126,1.011,0.949,0.062,0.126,0.126,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,25,2.228,1.162,-0.116,0.077,0.018,0.108,0.203,1.01,0.948,0.062,0.126,0.126,521.45
12.115,ebus2030_w_diesel_10m,0.0,0.05,30,2.512,1.31,-0.327,0.218,0.018,0.108,0.344,1.01,0.948,0.062,0.126,0.126,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,-20,6.146,3.205,3.854,3.421,0.018,0.108,3.547,0.159,-0.529,0.688,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,-15,4.4,2.294,2.989,2.557,0.018,0.108,2.682,0.159,-0.529,0.688,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,-10,2.83,1.476,2.212,1.779,0.018,0.108,1.905,0.159,-0.53,0.688,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,-5,1.432,0.747,1.52,1.087,0.018,0.108,1.213,0.159,-0.53,0.689,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,0,0.654,0.341,1.135,0.703,0.018,0.108,0.828,0.158,-0.531,0.689,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,5,0.827,0.431,0.788,0.788,0.018,0.108,0.914,0.158,-0.531,0.689,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,10,-0.161,-0.084,0.299,0.299,0.018,0.108,0.425,0.158,-0.531,0.69,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,15,-0.658,-0.343,-0.081,0.054,0.018,0.108,0.18,0.158,-0.532,0.69,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,20,-0.584,-0.304,-0.136,0.091,0.018,0.108,0.216,0.158,-0.532,0.69,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,25,-0.429,-0.223,-0.252,0.168,0.018,0.108,0.294,0.158,-0.533,0.69,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,-0.05,30,-0.145,-0.075,-0.464,0.309,0.018,0.108,0.435,0.158,-0.533,0.691,0.205,0.205,521.45
12.115,ebus2030_w_diesel_10m,0.5,0.0,-20,7.693,4.012,3.854,3.421,0.018,0.108,3.547,0.525,0.278,0.247,0.147,0.147,521.45
12.115,ebus2030_w_diesel_10m,0.5,0.0,-15,5.947,3.101,2.989,2.557,0.018,0.108,2.682,0.525,0.278,0.247,0.147,0.147,521.45
12.115,ebus2030_w_diesel_10m,0.5,0.0,-10,4.377,2.282,2.212,1.779,0.018,0.108,1.905,0.525,0.277,0.247,0.147,0.147,521.45
12.115,ebus2030_w_diesel_10m,0.5,0.0,-5,2.979,1.554,1.52,1.087,0.018,0.108,1.213,0.524,0.277,0.248,0.147,0.147,521.45
12.115,ebus2030_w_diesel_10m,0.5,0.0,0,2.202,1.148,1.135,0.703,0.018,0.108,0.828,0.524,0.276,0.248,0.147,0.147,521.45
12.115,ebus2030_w_diesel_10m,0.5,0.0,5,2.374,1.238,0.788,0.788,0.018,0.108,0.914,0.523,0.276,0.248,0.147,0.147,521.45
