INFO 2025-04-04 12:52:09,734 Watching for file changes with StatReloader
INFO 2025-04-04 13:19:37,227 "GET /static/jquery.min.js HTTP/1.1" 200 87462
INFO 2025-04-04 13:19:37,240 "GET /static/popper.js HTTP/1.1" 200 63070
INFO 2025-04-04 13:19:37,234 "GET /static/chart.umd.js HTTP/1.1" 200 205615
INFO 2025-04-04 13:19:37,234 "GET /static/bootstrap.min.js HTTP/1.1" 200 60636
INFO 2025-04-04 13:19:37,248 "GET /static/nouislider.min.js HTTP/1.1" 200 27744
INFO 2025-04-04 13:19:37,250 "GET /static/htmx.min.js HTTP/1.1" 200 48102
INFO 2025-04-04 13:19:37,254 "GET /static/css/dist/styles.css?v=1743772777 HTTP/1.1" 200 61584
INFO 2025-04-04 13:19:37,257 "GET /static/core/images/logo/webus_green.svg HTTP/1.1" 200 4688
INFO 2025-04-04 13:19:37,257 "GET /static/ebustoolbox/js/file_drop_zone_handling.js HTTP/1.1" 200 2918
WARNING 2025-04-04 13:19:37,277 "GET /static/bootstrap.min.js.map HTTP/1.1" 404 1874
WARNING 2025-04-04 13:19:37,277 "GET /static/popper.js.map HTTP/1.1" 404 1853
INFO 2025-04-04 13:19:37,348 "GET /static/core/fonts/Inter_18pt-SemiBold.ttf HTTP/1.1" 200 343828
WARNING 2025-04-04 13:19:37,356 "GET /static/chart.umd.js.map HTTP/1.1" 404 1862
INFO 2025-04-04 13:19:37,362 "GET /static/core/fonts/Inter_18pt-Regular.ttf HTTP/1.1" 200 342680
INFO 2025-04-04 13:19:37,364 "GET /static/core/fonts/Inter_18pt-Light.ttf HTTP/1.1" 200 343704
INFO 2025-04-04 13:20:23,296 "GET /simba/trips/ HTTP/1.1" 200 33584
INFO 2025-04-04 13:20:23,367 "GET /static/templates/js/custom.js HTTP/1.1" 200 1960
INFO 2025-04-04 13:20:23,369 "GET /static/nouislider.min.css HTTP/1.1" 200 4220
INFO 2025-04-04 13:20:23,370 "GET /static/bootstrap.min.js HTTP/1.1" 200 60636
INFO 2025-04-04 13:20:23,376 "GET /static/popper.js HTTP/1.1" 200 63070
INFO 2025-04-04 13:20:23,376 "GET /static/htmx.min.js HTTP/1.1" 200 48102
INFO 2025-04-04 13:20:23,382 "GET /static/class-tools.js HTTP/1.1" 200 3294
INFO 2025-04-04 13:20:23,388 "GET /static/nouislider.min.js HTTP/1.1" 200 27744
INFO 2025-04-04 13:20:23,393 "GET /static/jquery.min.js HTTP/1.1" 200 87462
INFO 2025-04-04 13:20:23,395 "GET /static/chart.umd.js HTTP/1.1" 200 205615
INFO 2025-04-04 13:20:23,399 "GET /static/css/dist/styles.css?v=1743772823 HTTP/1.1" 200 61584
INFO 2025-04-04 13:20:23,402 "GET /static/core/images/logo/webus_green.svg HTTP/1.1" 200 4688
INFO 2025-04-04 13:20:23,402 "GET /static/ebustoolbox/js/file_drop_zone_handling.js HTTP/1.1" 200 2918
WARNING 2025-04-04 13:20:23,425 "GET /static/popper.js.map HTTP/1.1" 404 1853
WARNING 2025-04-04 13:20:23,426 "GET /static/bootstrap.min.js.map HTTP/1.1" 404 1874
WARNING 2025-04-04 13:20:23,604 "GET /static/chart.umd.js.map HTTP/1.1" 404 1862
INFO 2025-04-04 13:20:23,613 "GET /static/core/fonts/Inter_18pt-Light.ttf HTTP/1.1" 200 343704
INFO 2025-04-04 13:20:23,618 "GET /static/core/fonts/Inter_18pt-Regular.ttf HTTP/1.1" 200 342680
INFO 2025-04-04 13:20:23,618 "GET /static/core/fonts/Inter_18pt-SemiBold.ttf HTTP/1.1" 200 343828
INFO 2025-04-04 13:20:23,770 "GET /static/core/images/WB.svg HTTP/1.1" 200 1516
